レースID,区分,月日時分,頭数,単勝票数,複勝票数,1単,1複Lo,1複Hi,2単,2複Lo,2複Hi,3単,3複Lo,3複Hi,4単,4複Lo,4複Hi,5単,5複Lo,5複Hi,6単,6複Lo,6複Hi,7単,7複Lo,7複Hi,8単,8複Lo,8複Hi,9単,9複Lo,9複Hi,10単,10複Lo,10複Hi,11単,11複Lo,11複Hi,12単,12複Lo,12複Hi,13単,13複Lo,13複Hi,14単,14複Lo,14複Hi,15単,15複Lo,15複Hi,16単,16複Lo,16複Hi
2025120607050101,1,12060641,16,      24752,      27947,  26.7,   6.5,   9.2,   5.3,   1.6,   2.1, 153.5,  23.7,  34.0,  17.7,   5.2,   7.3,  24.9,   3.3,   4.6,   6.2,   2.4,   3.2,  19.1,   6.2,   8.8,   8.2,   3.9,   5.4,  12.9,   2.7,   3.6,  10.9,   3.9,   5.5,   7.6,   1.7,   2.3, 169.2,  46.1,  66.0,  18.0,   4.8,   6.7,  20.8,   5.3,   7.5, 181.6,  25.8,  36.9,   5.7,   1.8,   2.4
2025120607050101,1,12060646,16,      25018,      28570,  26.8,   6.7,   9.4,   5.3,   1.7,   2.1, 149.3,  23.9,  34.0,  17.8,   5.4,   7.5,  24.9,   3.4,   4.6,   6.2,   2.1,   2.9,  19.2,   6.4,   8.9,   8.2,   4.0,   5.5,  12.9,   2.7,   3.7,  10.8,   4.0,   5.4,   7.5,   1.8,   2.3, 161.4,  45.2,  64.1,  18.2,   4.9,   6.8,  20.7,   5.4,   7.6, 183.6,  26.6,  37.7,   5.7,   1.9,   2.5
2025120607050101,1,12060651,16,      25201,      28863,  26.8,   6.8,   9.5,   5.3,   1.7,   2.1, 147.1,  24.1,  34.2,  18.0,   5.4,   7.5,  25.1,   3.4,   4.6,   6.1,   2.1,   2.8,  19.3,   6.4,   9.0,   8.3,   4.0,   5.6,  12.9,   2.7,   3.7,  10.8,   3.9,   5.4,   7.5,   1.8,   2.3, 160.0,  45.7,  64.7,  18.3,   4.9,   6.8,  20.7,   5.4,   7.5, 180.0,  26.6,  37.8,   5.7,   1.9,   2.5
2025120607050101,1,12060656,16,      25517,      29301,  27.1,   6.8,   9.5,   5.3,   1.7,   2.1, 137.9,  23.2,  33.0,  18.1,   5.5,   7.6,  25.3,   3.4,   4.7,   6.0,   2.1,   2.8,  19.4,   6.5,   9.1,   8.3,   4.0,   5.5,  13.1,   2.7,   3.7,  10.8,   3.9,   5.4,   7.5,   1.8,   2.3, 162.0,  45.9,  65.2,  18.5,   5.0,   6.9,  20.7,   5.5,   7.6, 180.6,  26.8,  38.1,   5.7,   1.9,   2.5
2025120607050101,1,12060701,16,      25886,      29913,  27.4,   6.9,   9.7,   5.3,   1.7,   2.1, 138.0,  23.4,  33.1,  18.2,   5.5,   7.7,  25.6,   3.5,   4.7,   5.9,   2.0,   2.7,  19.5,   6.6,   9.1,   8.3,   4.0,   5.6,  13.2,   2.8,   3.7,  10.8,   4.0,   5.5,   7.4,   1.8,   2.3, 164.3,  46.7,  65.9,  18.6,   4.9,   6.8,  20.9,   5.5,   7.7, 175.4,  26.0,  36.8,   5.8,   1.9,   2.5
2025120607050101,1,12060706,16,      26197,      30230,  27.1,   7.0,   9.7,   5.2,   1.7,   2.1, 136.9,  23.3,  32.9,  18.0,   5.5,   7.7,  25.5,   3.5,   4.8,   5.9,   2.0,   2.7,  19.7,   6.6,   9.2,   8.4,   4.0,   5.5,  13.3,   2.8,   3.7,  10.9,   4.0,   5.5,   7.5,   1.8,   2.3, 163.7,  46.9,  66.1,  18.6,   5.0,   6.8,  20.7,   5.4,   7.5, 174.6,  26.1,  36.8,   5.8,   1.9,   2.5
2025120607050101,1,12060711,16,      26674,      30865,  27.0,   7.0,   9.7,   5.2,   1.7,   2.1, 138.5,  23.2,  32.6,  18.1,   5.4,   7.4,  25.8,   3.5,   4.8,   6.0,   2.0,   2.6,  19.8,   6.3,   8.7,   8.4,   4.0,   5.4,  13.5,   2.8,   3.8,  10.8,   4.0,   5.5,   7.2,   1.8,   2.4, 164.1,  47.2,  66.3,  18.7,   5.0,   6.9,  20.6,   5.4,   7.5, 177.8,  25.2,  35.5,   5.8,   1.9,   2.5
2025120607050101,1,12060716,16,      27703,      32207,  27.4,   7.0,   9.9,   5.4,   1.6,   1.9, 138.5,  23.2,  33.4,  18.5,   5.3,   7.5,  26.4,   3.6,   5.0,   5.8,   2.0,   2.7,  20.0,   6.3,   8.9,   8.0,   3.9,   5.4,  13.6,   2.8,   3.8,  10.8,   4.1,   5.7,   7.1,   1.8,   2.4, 152.8,  46.3,  66.6,  19.2,   5.0,   7.1,  21.1,   5.4,   7.7, 178.7,  25.2,  36.3,   5.9,   1.9,   2.5
2025120607050101,1,12060721,16,      28463,      33185,  27.7,   7.1,  10.1,   5.3,   1.6,   1.9, 137.1,  22.8,  32.6,  18.2,   5.4,   7.6,  26.5,   3.6,   5.0,   5.8,   2.0,   2.6,  20.0,   6.3,   8.8,   8.0,   3.9,   5.4,  13.2,   2.7,   3.7,  10.9,   4.2,   5.8,   7.1,   1.9,   2.5, 154.9,  43.8,  62.7,  19.4,   5.1,   7.2,  21.2,   5.4,   7.6, 177.8,  25.2,  36.2,   6.0,   1.9,   2.6
2025120607050101,1,12060726,16,      29548,      34205,  28.5,   7.0,   9.9,   5.4,   1.6,   1.9, 109.9,  19.4,  27.7,  18.4,   5.5,   7.7,  27.0,   3.7,   5.1,   5.6,   1.9,   2.5,  20.3,   6.3,   8.8,   7.8,   3.8,   5.3,  13.5,   2.7,   3.7,  11.2,   4.3,   5.9,   7.3,   1.9,   2.5, 150.5,  41.5,  59.1,  18.3,   5.2,   7.2,  21.5,   5.6,   7.8, 177.7,  25.7,  36.6,   5.9,   2.0,   2.6
2025120607050101,1,12060731,16,      30317,      35085,  28.7,   6.9,   9.7,   5.3,   1.6,   2.0, 110.2,  19.4,  27.5,  18.7,   5.6,   7.7,  27.1,   3.8,   5.2,   5.6,   1.9,   2.5,  20.5,   6.1,   8.5,   7.9,   3.9,   5.3,  13.6,   2.7,   3.6,  11.4,   4.3,   5.9,   7.2,   1.9,   2.5, 150.6,  42.0,  59.4,  18.7,   5.3,   7.4,  21.8,   5.6,   7.8, 154.4,  26.0,  36.8,   6.0,   1.9,   2.6
2025120607050101,1,12060736,16,      31023,      35581,  28.9,   6.9,   9.7,   5.4,   1.6,   2.0, 109.8,  19.2,  27.3,  18.4,   5.4,   7.4,  27.3,   3.8,   5.3,   5.6,   1.9,   2.5,  20.5,   6.1,   8.5,   8.0,   3.9,   5.3,  13.7,   2.7,   3.6,  11.5,   4.2,   5.8,   6.9,   1.9,   2.6, 151.3,  42.0,  59.5,  18.9,   5.3,   7.4,  22.0,   5.6,   7.8, 150.4,  25.1,  35.6,   5.9,   1.9,   2.6
2025120607050101,1,12060741,16,      31950,      36820,  28.8,   7.2,  10.0,   5.3,   1.6,   2.0, 110.6,  19.6,  27.6,  18.6,   5.4,   7.5,  27.8,   3.9,   5.4,   5.6,   1.9,   2.5,  20.7,   5.9,   8.1,   8.1,   3.8,   5.3,  13.9,   2.7,   3.7,  11.7,   4.1,   5.7,   6.9,   2.0,   2.6, 138.1,  35.9,  50.7,  18.5,   5.1,   7.1,  22.1,   5.6,   7.7, 146.8,  25.1,  35.4,   5.8,   1.9,   2.5
2025120607050101,1,12060746,16,      32832,      38061,  29.4,   7.3,  10.2,   5.2,   1.6,   1.9, 105.9,  19.6,  27.9,  18.7,   5.4,   7.5,  27.9,   4.0,   5.5,   5.7,   2.0,   2.6,  21.0,   5.4,   7.5,   8.2,   3.9,   5.4,  14.1,   2.7,   3.6,  11.6,   4.1,   5.6,   6.9,   2.0,   2.6, 140.4,  36.6,  51.9,  18.8,   5.0,   7.0,  22.3,   5.5,   7.6, 149.2,  25.4,  36.1,   5.8,   1.9,   2.5
2025120607050101,1,12060751,16,      33895,      38944,  28.6,   7.3,  10.2,   5.2,   1.6,   1.9, 104.2,  19.7,  28.0,  18.4,   5.3,   7.4,  28.5,   4.0,   5.5,   5.8,   2.0,   2.6,  21.0,   5.4,   7.5,   8.4,   4.0,   5.5,  14.0,   2.7,   3.6,  11.7,   3.7,   5.1,   6.9,   2.0,   2.6, 145.0,  33.4,  47.3,  19.2,   5.1,   7.0,  22.5,   5.5,   7.7, 145.7,  26.0,  36.8,   5.5,   1.9,   2.6
2025120607050101,1,12060756,16,      35968,      40704,  30.0,   7.4,  10.6,   5.4,   1.6,   2.0, 108.1,  19.2,  27.6,  19.1,   5.4,   7.6,  29.3,   4.1,   5.7,   5.3,   1.8,   2.4,  21.4,   5.4,   7.7,   8.3,   4.0,   5.5,  14.7,   2.7,   3.7,  11.6,   3.7,   5.2,   6.8,   2.0,   2.7, 149.0,  33.0,  47.5,  20.0,   5.1,   7.2,  23.5,   5.5,   7.8, 151.4,  25.8,  37.1,   5.6,   1.9,   2.6
2025120607050101,1,12060801,16,      37241,      42197,  30.8,   7.5,  10.6,   5.3,   1.6,   2.0, 111.5,  19.9,  28.5,  18.4,   5.2,   7.3,  30.2,   4.2,   5.8,   5.3,   1.8,   2.4,  22.0,   5.5,   7.7,   8.5,   4.0,   5.6,  14.8,   2.8,   3.8,  11.9,   3.8,   5.2,   6.8,   2.1,   2.8, 153.5,  34.1,  48.8,  20.3,   5.1,   7.2,  23.8,   5.2,   7.3, 152.0,  26.1,  37.4,   5.4,   1.9,   2.5
2025120607050101,1,12060806,16,      38331,      43361,  30.6,   7.5,  10.6,   5.3,   1.6,   2.0, 113.1,  20.3,  29.0,  16.7,   5.2,   7.3,  30.7,   4.3,   6.0,   5.4,   1.8,   2.4,  22.0,   5.5,   7.7,   8.5,   4.0,   5.6,  14.9,   2.8,   3.8,  12.1,   3.8,   5.2,   6.9,   2.0,   2.6, 157.2,  34.4,  49.1,  20.8,   5.1,   7.1,  24.1,   5.2,   7.3, 155.6,  26.5,  37.7,   5.3,   1.9,   2.5
2025120607050101,1,12060811,16,      39680,      44931,  30.5,   7.6,  10.6,   5.2,   1.6,   2.0, 115.0,  20.3,  28.8,  17.2,   5.2,   7.2,  31.1,   4.4,   6.1,   5.4,   1.8,   2.4,  22.2,   5.5,   7.7,   8.6,   4.0,   5.5,  15.2,   2.8,   3.8,  11.6,   3.8,   5.2,   6.9,   2.0,   2.6, 156.3,  34.5,  48.8,  21.0,   5.2,   7.2,  24.6,   5.3,   7.4, 160.3,  27.4,  38.8,   5.3,   1.9,   2.5
2025120607050101,1,12060816,16,      40939,      46262,  30.7,   7.7,  10.8,   5.1,   1.6,   2.0, 112.9,  19.7,  28.0,  17.5,   5.1,   7.2,  31.8,   4.5,   6.2,   5.3,   1.8,   2.4,  22.7,   5.5,   7.6,   8.5,   3.9,   5.4,  15.0,   2.8,   3.8,  11.6,   3.8,   5.2,   7.1,   2.0,   2.6, 158.9,  34.8,  49.4,  21.4,   5.2,   7.2,  24.9,   5.4,   7.5, 162.1,  27.5,  39.1,   5.3,   1.9,   2.5
2025120607050101,1,12060821,16,      42287,      47729,  31.5,   7.5,  10.5,   5.1,   1.6,   2.0, 113.9,  19.8,  28.1,  17.6,   5.1,   7.2,  32.5,   4.6,   6.3,   5.2,   1.8,   2.3,  20.1,   4.8,   6.6,   8.7,   4.0,   5.5,  15.1,   2.8,   3.8,  11.8,   3.8,   5.2,   7.3,   2.0,   2.7, 161.0,  35.1,  50.0,  21.8,   5.3,   7.4,  25.3,   5.5,   7.7, 165.0,  28.1,  40.0,   5.2,   1.9,   2.5
2025120607050101,1,12060826,16,      43467,      49202,  32.2,   7.6,  10.8,   5.1,   1.6,   2.0, 115.1,  19.8,  28.2,  17.7,   5.2,   7.3,  32.8,   4.6,   6.5,   5.2,   1.8,   2.4,  20.4,   4.9,   6.8,   8.6,   3.9,   5.4,  15.2,   2.7,   3.6,  11.9,   3.8,   5.3,   7.1,   2.0,   2.7, 160.2,  35.6,  50.7,  22.0,   5.4,   7.5,  25.6,   5.5,   7.6, 167.1,  27.8,  39.5,   5.2,   1.9,   2.5
2025120607050101,1,12060831,16,      44746,      50557,  32.4,   7.5,  10.6,   5.2,   1.6,   2.0, 118.1,  20.1,  28.6,  18.1,   5.2,   7.3,  33.0,   4.6,   6.5,   5.2,   1.8,   2.4,  20.6,   4.9,   6.8,   8.7,   4.0,   5.5,  15.0,   2.7,   3.6,  11.6,   3.8,   5.3,   7.2,   2.0,   2.7, 163.4,  34.7,  49.3,  21.7,   5.5,   7.6,  25.6,   5.5,   7.6, 168.0,  28.2,  40.1,   5.1,   1.9,   2.4
2025120607050101,1,12060836,16,      46438,      52662,  33.1,   7.7,  10.8,   5.2,   1.6,   2.1, 117.5,  19.8,  27.9,  18.6,   5.3,   7.4,  33.8,   4.8,   6.6,   4.9,   1.8,   2.4,  20.7,   5.0,   6.9,   8.8,   3.9,   5.3,  15.0,   2.7,   3.6,  11.6,   3.5,   4.8,   7.2,   2.1,   2.7, 160.1,  35.9,  50.5,  22.2,   5.3,   7.3,  25.7,   5.5,   7.6, 172.7,  29.2,  41.2,   5.2,   1.9,   2.5
2025120607050101,1,12060841,16,      48507,      54076,  32.9,   7.5,  10.5,   5.2,   1.6,   2.0, 120.1,  18.6,  26.3,  19.1,   5.4,   7.4,  32.8,   4.8,   6.6,   5.0,   1.9,   2.4,  21.0,   5.1,   7.0,   8.8,   3.8,   5.3,  15.6,   2.7,   3.6,  11.9,   3.5,   4.8,   7.2,   2.1,   2.8, 166.5,  36.1,  50.9,  20.6,   5.2,   7.2,  26.0,   5.5,   7.6, 179.6,  28.9,  40.7,   5.0,   1.9,   2.5
2025120607050101,1,12060846,16,      49891,      56192,  32.2,   7.6,  10.6,   5.1,   1.7,   2.1, 121.3,  18.5,  25.9,  19.2,   5.5,   7.6,  31.5,   4.8,   6.5,   5.0,   1.9,   2.4,  21.2,   5.0,   6.9,   8.8,   3.8,   5.1,  15.4,   2.7,   3.7,  11.8,   3.5,   4.8,   7.3,   2.1,   2.8, 169.1,  36.9,  51.8,  20.9,   5.3,   7.3,  25.8,   5.2,   7.2, 179.7,  28.9,  40.6,   5.1,   1.9,   2.4
2025120607050101,1,12060851,16,      51735,      58681,  33.1,   7.8,  10.8,   5.1,   1.7,   2.1, 124.6,  18.9,  26.6,  19.2,   5.6,   7.7,  31.6,   4.8,   6.6,   5.1,   1.9,   2.5,  21.4,   5.0,   6.9,   8.8,   3.6,   4.9,  15.4,   2.6,   3.5,  11.8,   3.5,   4.7,   7.2,   2.1,   2.8, 171.0,  37.2,  52.3,  21.2,   5.4,   7.5,  24.0,   5.2,   7.2, 184.7,  29.4,  41.4,   5.1,   1.8,   2.4
2025120607050101,1,12060856,16,      54787,      62390,  32.2,   8.0,  11.2,   5.2,   1.7,   2.1, 127.7,  18.9,  26.8,  19.8,   5.6,   7.8,  31.8,   5.0,   6.9,   5.1,   1.9,   2.4,  21.4,   5.0,   6.9,   8.2,   3.6,   5.0,  15.5,   2.7,   3.6,  11.9,   3.3,   4.5,   7.3,   2.2,   2.9, 176.7,  37.9,  53.6,  21.5,   5.7,   7.9,  24.2,   5.2,   7.2, 189.7,  29.6,  41.9,   5.1,   1.8,   2.3
2025120607050101,1,12060901,16,      57397,      66122,  33.2,   7.9,  11.3,   5.3,   1.6,   2.1, 131.5,  19.0,  27.5,  20.2,   5.7,   8.1,  32.6,   4.9,   6.9,   5.1,   1.9,   2.5,  21.7,   4.9,   7.0,   8.4,   3.6,   5.1,  15.6,   2.7,   3.7,  12.0,   3.3,   4.6,   7.2,   2.1,   2.9, 182.9,  37.5,  54.2,  21.9,   5.6,   7.9,  24.3,   5.2,   7.4, 192.9,  28.3,  40.9,   4.9,   1.7,   2.1
2025120607050101,1,12060906,16,      61048,      71340,  33.8,   7.9,  11.4,   5.1,   1.6,   2.1, 136.4,  19.5,  28.3,  21.0,   5.9,   8.4,  33.5,   5.0,   7.1,   4.9,   1.7,   2.3,  22.2,   5.1,   7.2,   8.2,   3.7,   5.2,  15.8,   2.8,   3.9,  12.4,   3.4,   4.8,   7.3,   2.2,   3.0, 189.2,  36.9,  53.5,  22.4,   5.7,   8.0,  24.6,   5.1,   7.2, 185.6,  28.8,  41.8,   5.0,   1.7,   2.2
2025120607050101,1,12060911,16,      64733,      77444,  34.0,   7.9,  11.3,   5.0,   1.6,   2.0, 139.5,  20.5,  29.9,  21.6,   6.0,   8.5,  32.7,   5.0,   7.1,   4.9,   1.7,   2.3,  22.4,   5.3,   7.6,   8.4,   3.7,   5.3,  16.1,   2.9,   4.0,  12.4,   3.5,   4.9,   7.1,   2.1,   2.9, 196.9,  37.5,  54.7,  22.8,   5.8,   8.3,  25.0,   5.2,   7.4, 184.9,  29.2,  42.7,   5.0,   1.6,   2.2
2025120607050101,1,12060916,16,      69738,      85744,  32.3,   7.7,  11.0,   5.0,   1.6,   2.1, 140.8,  21.8,  31.7,  22.1,   6.2,   8.8,  33.5,   5.1,   7.2,   4.9,   1.8,   2.4,  22.9,   5.5,   7.8,   8.5,   2.8,   3.9,  15.9,   3.0,   4.2,  12.1,   3.5,   4.9,   7.0,   2.2,   2.9, 201.4,  39.8,  57.7,  23.2,   5.9,   8.4,  24.9,   5.4,   7.7, 175.4,  29.8,  43.2,   5.0,   1.7,   2.2
2025120607050101,1,12060921,16,      75667,      94104,  33.6,   7.8,  11.2,   4.9,   1.6,   2.1, 146.2,  22.6,  32.9,  23.1,   6.2,   8.8,  30.5,   5.2,   7.3,   4.8,   1.8,   2.4,  23.1,   4.8,   6.8,   8.6,   2.8,   3.9,  16.1,   3.1,   4.3,  12.2,   3.5,   4.9,   6.9,   2.1,   2.9, 208.0,  38.5,  56.1,  23.9,   5.7,   8.2,  25.4,   5.6,   7.9, 174.4,  30.8,  45.0,   5.1,   1.7,   2.1
2025120607050101,1,12060926,16,      84270,     108274,  35.3,   7.7,  11.0,   4.8,   1.7,   2.1, 148.1,  24.4,  35.1,  22.6,   6.5,   9.2,  31.7,   5.6,   7.9,   4.8,   1.9,   2.5,  23.7,   5.0,   7.0,   8.6,   2.7,   3.8,  16.5,   3.1,   4.3,  12.0,   3.6,   5.0,   6.9,   2.0,   2.6, 206.1,  36.1,  52.0,  24.4,   6.0,   8.5,  26.0,   5.7,   8.0, 182.6,  33.0,  47.6,   5.1,   1.7,   2.1
2025120607050101,1,12060931,16,      99701,     126640,  38.9,   8.0,  11.4,   4.8,   1.6,   2.1, 164.1,  25.2,  36.6,  23.2,   5.9,   8.5,  32.5,   5.8,   8.3,   5.2,   1.9,   2.6,  24.5,   4.8,   6.8,   8.9,   2.8,   3.9,  15.1,   3.0,   4.1,  10.7,   3.6,   5.0,   7.3,   1.9,   2.5, 188.5,  34.7,  50.4,  26.7,   6.3,   8.9,  23.4,   5.9,   8.4, 200.4,  35.2,  51.1,   4.8,   1.7,   2.2
2025120607050101,1,12060934,16,     113284,     148907,  38.2,   8.4,  12.2,   4.8,   1.6,   2.1, 176.3,  27.2,  39.8,  22.8,   6.1,   8.7,  30.9,   6.2,   8.9,   5.4,   2.0,   2.8,  24.8,   4.9,   6.9,   8.3,   2.5,   3.4,  15.0,   3.0,   4.2,  11.0,   3.4,   4.8,   7.0,   1.9,   2.5, 196.5,  35.7,  52.3,  27.6,   6.5,   9.3,  23.9,   6.0,   8.7, 198.7,  34.2,  50.2,   4.8,   1.6,   2.1
2025120607050101,1,12060939,16,     174685,     219698,  44.4,   9.0,  13.0,   5.4,   1.6,   2.1, 200.7,  27.8,  40.8,  19.8,   4.7,   6.7,  38.1,   7.0,  10.1,   6.0,   2.0,   2.8,  28.0,   5.1,   7.3,   8.1,   2.4,   3.3,  16.5,   3.5,   4.9,  10.8,   3.4,   4.7,   7.1,   1.9,   2.5, 223.2,  32.6,  47.8,  30.0,   6.6,   9.5,  27.1,   5.4,   7.8, 234.4,  39.3,  57.6,   3.7,   1.6,   2.1
2025120607050101,1,12060944,16,     372950,     488705,  64.7,  13.2,  19.4,   6.3,   1.6,   2.1, 316.3,  46.1,  68.2,  12.1,   3.6,   5.1,  50.1,   8.8,  12.9,   6.5,   1.9,   2.5,  34.7,   6.6,   9.6,   8.5,   2.6,   3.6,  21.4,   3.7,   5.3,  14.3,   3.9,   5.6,   7.2,   1.6,   2.1, 274.2,  44.1,  65.3,  27.5,   7.3,  10.6,  32.7,   7.0,  10.1, 357.3,  62.3,  92.2,   2.9,   1.6,   2.1
2025120607050101,3,12060945,16,     372953,     488720,  64.7,  13.2,  19.4,   6.3,   1.6,   2.1, 316.3,  46.1,  68.2,  12.1,   3.6,   5.1,  50.1,   8.8,  12.8,   6.5,   1.9,   2.5,  34.7,   6.6,   9.6,   8.5,   2.6,   3.6,  21.4,   3.7,   5.3,  14.3,   3.9,   5.6,   7.2,   1.6,   2.1, 274.2,  44.1,  65.3,  27.5,   7.3,  10.6,  32.7,   7.0,  10.1, 356.4,  62.3,  92.2,   2.9,   1.6,   2.1
2025120607050101,4,12060952,16,     372953,     488720,  64.7,  13.2,  19.4,   6.3,   1.6,   2.1, 316.3,  46.1,  68.2,  12.1,   3.6,   5.1,  50.1,   8.8,  12.8,   6.5,   1.9,   2.5,  34.7,   6.6,   9.6,   8.5,   2.6,   3.6,  21.4,   3.7,   5.3,  14.3,   3.9,   5.6,   7.2,   1.6,   2.1, 274.2,  44.1,  65.3,  27.5,   7.3,  10.6,  32.7,   7.0,  10.1, 356.4,  62.3,  92.2,   2.9,   1.6,   2.1
